Số báo danh,Khối Thi,Toán,Ngữ Văn,Ngoại Ngữ,Vật Lý,Hóa Học,Sinh Học,Lịch Sử,Địa lý,GDCD
01000368,khxh,5.6,8,9.25,-1,-1,-1,8.75,6.4,7.75
01000369,khxh,6.2,8.5,4,-1,-1,-1,8.25,9.2,8.5
01000370,khxh,8.2,8.25,7.75,-1,-1,-1,8,8,9
01000371,khxh,4.4,5.5,3.5,-1,-1,-1,5,6.8,8
01000372,NONE7.8,8.5,9.2,-1,-1,-1,-1,-1,-1
01000373,khxh,8.2,7.75,5,-1,-1,-1,5.5,7.8,7.25
01000374,khxh,3.2,7.5,6,-1,-1,-1,4.25,3.8,7.25
01000375,khxh,-1,6,-1,-1,-1,-1,7.75,7.5,-1
01000376,khxh,4.4,7.25,-1,-1,-1,-1,5.25,5.75,-1
01000377,khxh,-1,6.75,-1,-1,-1,-1,8.5,8.25,-1
01000378,khxh,6.8,6.25,-1,-1,-1,-1,6.75,5.75,-1
01000379,khxh,2.2,5.25,-1,-1,-1,-1,6,5.5,-1
01000380,khxh,-1,4,-1,-1,-1,-1,6.5,6.75,-1
01000381,khxh,8,7,-1,-1,-1,-1,7.5,7,-1
01000382,NONE5.6,6,8.2,-1,-1,-1,-1,-1,-1
01000383,NONE-1,-1,-1,-1,-1,-1,-1,-1,-1
01000384,khxh,-1,6.75,-1,-1,-1,-1,8.5,7.25,-1
01000385,khxh,-1,6,-1,-1,-1,-1,4.5,5.25,-1
01000386,NONE7.8,8.75,9.4,-1,-1,-1,-1,-1,-1
01000387,khxh,7.6,8.25,5,-1,-1,-1,7,8.8,9
01000388,khxh,3.8,6,-1,-1,-1,-1,3.25,6.25,-1
01000389,khxh,-1,7.25,-1,-1,-1,-1,10,8.75,-1
01000390,NONE-1,-1,-1,-1,-1,-1,-1,-1,-1
01000391,khxh,1.8,4.75,-1,-1,-1,-1,4.5,5.5,-1
01000392,khxh,-1,5.75,-1,-1,-1,-1,8.25,8.5,-1
01000393,khxh,5,5,6.25,-1,-1,-1,6.25,8.6,-1
01000394,khxh,-1,7.5,-1,-1,-1,-1,9.5,8.75,-1
01000395,khxh,-1,5.5,-1,-1,-1,-1,6.25,7.25,-1
01000396,khxh,-1,3.75,-1,-1,-1,-1,6,6,-1
01000397,NONE-1,-1,-1,-1,-1,-1,-1,-1,-1
01000398,khxh,2.6,4,-1,-1,-1,-1,4.5,4.25,-1
01000399,khxh,-1,4.25,-1,-1,-1,-1,5.5,6.75,-1
01000400,khxh,-1,6,-1,-1,-1,-1,7.5,7.5,-1
01000401,khxh,-1,4,-1,-1,-1,-1,6,6.25,-1
01000402,NONE5,6.25,5,-1,-1,-1,-1,-1,-1
01000403,khxh,-1,3.75,-1,-1,-1,-1,2.75,5.5,-1
01000404,khxh,8.2,6,9.25,-1,-1,-1,7.25,8.6,8.25
01000405,khxh,-1,6,-1,-1,-1,-1,7.25,8.25,-1
01000406,khxh,-1,8.25,8.5,-1,-1,-1,8.5,7.6,8.75
01000407,khxh,3.4,7,-1,-1,-1,-1,5,6,-1
01000408,khxh,-1,7,-1,-1,-1,-1,7.25,5.75,-1
01000409,khxh,-1,6.5,-1,-1,-1,-1,8.25,6.75,-1
01000410,khxh,-1,6.75,-1,-1,-1,-1,7.75,6.25,-1
01000411,khxh,6,5.75,-1,-1,-1,-1,6.5,6.5,-1
01000412,khxh,-1,4,-1,-1,-1,-1,7.5,7,-1
01000413,khxh,5.4,6,-1,-1,-1,-1,8.5,8.25,-1
01000414,khxh,-1,7.5,-1,-1,-1,-1,8.75,8.75,-1
01000415,NONE-1,-1,-1,-1,-1,-1,-1,-1,-1
01000416,khxh,6.2,6.25,-1,-1,-1,-1,7.25,7,-1
01000417,khtn,6.8,-1,8.2,-1,9,7,-1,-1,-1
01000418,khxh,-1,3.5,-1,-1,-1,-1,6.75,7.25,-1
01000419,khxh,-1,5,-1,-1,-1,-1,4,7.25,-1
01000420,khxh,-1,5.5,-1,-1,-1,-1,5.25,6.75,-1
01000421,khxh,1.8,5,-1,-1,-1,-1,3.25,7.25,-1
01000422,NONE8.2,7.75,8,-1,-1,-1,-1,-1,-1
01000423,khxh,4.2,4.25,-1,-1,-1,-1,4.25,7.5,-1
01000424,khxh,5.2,6.5,-1,-1,-1,-1,8.5,8.5,-1
01000425,khtn,2.4,-1,2.6,5.75,-1,-1,-1,-1,-1
01000426,khxh,3.8,5.5,-1,-1,-1,-1,5.75,4.75,-1
01000427,khxh,6.6,6.75,8.75,-1,-1,-1,8.75,8.2,7.75
01000428,khxh,-1,5.75,-1,-1,-1,-1,6.5,7.25,-1
01000429,khxh,-1,4.25,-1,-1,-1,-1,4.75,3.5,-1
01000430,khxh,-1,7.75,-1,-1,-1,-1,9.25,8.5,-1
01000431,khxh,-1,6.25,-1,-1,-1,-1,9,7.75,-1
01000432,khxh,-1,7.75,-1,-1,-1,-1,9.5,8.5,-1
01000433,khxh,-1,6,-1,-1,-1,-1,8,8,-1
01000434,NONE-1,-1,-1,-1,-1,-1,-1,-1,-1
01000435,NONE-1,-1,-1,-1,-1,-1,-1,-1,-1
01000436,khxh,-1,1.5,-1,-1,-1,-1,5.5,6.75,-1
01000437,khxh,-1,4.25,-1,-1,-1,-1,7,8.25,-1
01000438,khxh,-1,5.5,-1,-1,-1,-1,5.25,7.75,-1
01000439,khxh,5.4,5.75,-1,-1,-1,-1,6.5,6,-1
01000440,khxh,2.8,5.5,-1,-1,-1,-1,5,6.5,-1
01000441,khxh,3.8,4.5,-1,-1,-1,-1,1.75,5,-1
01000442,khxh,-1,6,-1,-1,-1,-1,5.25,6.5,-1
01000443,khxh,-1,3.75,-1,-1,-1,-1,2.5,7.5,-1
01000444,khxh,-1,5,-1,-1,-1,-1,6,7.5,-1
01000445,khxh,-1,7.75,-1,-1,-1,-1,9.75,8.75,-1
01000446,khxh,-1,8,-1,-1,-1,-1,9.25,7.75,-1
01000447,khxh,-1,5.5,-1,-1,-1,-1,6.75,6.75,-1
01000448,khxh,-1,4,-1,-1,-1,-1,7,7.75,-1
01000449,khxh,-1,5,-1,-1,-1,-1,8.25,9,-1
01000450,khxh,-1,5.25,-1,-1,-1,-1,6.25,7,-1
01000451,khxh,-1,3.75,-1,-1,-1,-1,8.25,6.75,-1
01000452,khxh,-1,6,-1,-1,-1,-1,5.75,6.25,-1
01000453,khxh,3,4,-1,-1,-1,-1,3.75,4.75,-1
01000454,khxh,3.2,4.75,-1,-1,-1,-1,5,5.5,-1
01000455,khxh,3,2.75,-1,-1,-1,-1,4.75,4.25,-1
01000456,khxh,-1,7.25,-1,-1,-1,-1,7,7.25,-1
01000457,khxh,-1,4,-1,-1,-1,-1,4.5,5.25,-1
01000458,khxh,-1,6.25,-1,-1,-1,-1,9.25,7.25,-1
01000459,NONE8.4,7.25,9.2,-1,-1,-1,-1,-1,-1
01000460,khxh,-1,5,-1,-1,-1,-1,6.75,5.75,-1
01000461,khxh,-1,5.75,-1,-1,-1,-1,5.75,6.5,-1
01000462,khxh,-1,4.25,-1,-1,-1,-1,4.75,5.75,-1
01000463,khxh,4.4,6,-1,-1,-1,-1,5,4.5,-1
01000464,khxh,6.4,5.75,5.5,-1,-1,-1,5.5,3.6,-1
01000465,khxh,6,5.75,-1,-1,-1,-1,6.5,6,-1
01000466,khxh,7.4,5.5,8,-1,-1,-1,7.25,6.4,-1
01000467,khxh,3.6,6.5,-1,-1,-1,-1,6.5,6,-1
01000468,khxh,2.4,6.5,-1,-1,-1,-1,3.75,5.75,-1
01000469,khtn,7.6,8.4,5,-1,5,8,-1,-1,-1
01000470,khxh,-1,4.5,-1,-1,-1,-1,7.5,6.5,-1
01000471,NONE6.8,6.75,6.8,-1,-1,-1,-1,-1,-1
01000472,khtn,8,-1,9,8,-1,-1,-1,-1,-1
01000473,khxh,6.8,5.75,-1,-1,-1,-1,5.75,5.75,-1
01000474,khxh,-1,4.5,-1,-1,-1,-1,4.5,5.25,-1
01000475,khxh,-1,5.25,-1,-1,-1,-1,3.75,5,-1
01000476,NONE8.2,8,9.6,-1,-1,-1,-1,-1,-1
01000477,khtn,8.4,-1,8.75,8.5,2.5,9.2,-1,-1,-1
01000478,khxh,-1,6.75,-1,-1,-1,-1,5.25,6.5,-1
01000479,khxh,-1,8,-1,-1,-1,-1,10,9.25,-1
01000480,khxh,3.6,3.25,-1,-1,-1,-1,3,4.5,-1
01000481,NONE-1,-1,-1,-1,-1,-1,-1,-1,-1
01000482,khxh,-1,6,-1,-1,-1,-1,8.5,7.5,-1
01000483,khxh,-1,6.25,-1,-1,-1,-1,7,6.75,-1
01000484,khxh,6.6,7.25,7,-1,-1,-1,6.75,3.6,-1
01000485,khxh,-1,6.5,-1,-1,-1,-1,9.75,9.25,-1
01000486,khxh,-1,3.75,-1,-1,-1,-1,4,6.25,-1
01000487,NONE7.6,8,9.2,-1,-1,-1,-1,-1,-1
01000488,khxh,-1,6.5,-1,-1,-1,-1,8.5,7.75,-1
01000489,khxh,-1,6.25,-1,-1,-1,-1,6.75,7.75,-1
01000490,NONE6.8,6,6.4,-1,-1,-1,-1,-1,-1
01000491,khxh,-1,5.5,-1,-1,-1,-1,8.75,8.75,-1
01000492,khxh,-1,6.5,-1,-1,-1,-1,8.75,8.75,-1
01000493,khxh,3.4,5.25,7.75,-1,-1,-1,5.75,4.8,7.75
01000494,NONE-1,-1,-1,-1,-1,-1,-1,-1,-1
01000495,khxh,-1,6.75,-1,-1,-1,-1,9.75,7.75,-1
01000496,khxh,-1,5.75,-1,-1,-1,-1,7.75,7.75,-1
01000497,khxh,-1,4.5,-1,-1,-1,-1,4.25,6,-1
01000498,khxh,-1,3.25,-1,-1,-1,-1,5.75,6.75,-1
01000499,khxh,-1,4.75,-1,-1,-1,-1,6.75,5.75,-1
01000500,khxh,-1,5,-1,-1,-1,-1,6.5,5.25,-1
01000501,khxh,-1,2.5,-1,-1,-1,-1,4.5,5,-1
01000502,khxh,-1,4.25,-1,-1,-1,-1,5.5,6.75,-1
01000503,khxh,-1,5.75,-1,-1,-1,-1,6.75,7.75,-1
01000504,khxh,-1,4,-1,-1,-1,-1,5.25,4.5,-1
01000505,khxh,-1,5.75,-1,-1,-1,-1,9,8.5,-1
01000506,khxh,-1,5.75,-1,-1,-1,-1,4.5,5.25,-1
01000507,khxh,-1,5,-1,-1,-1,-1,4.5,4.25,-1
01000508,khxh,-1,7.25,-1,-1,-1,-1,9.5,9,-1
01000509,khxh,-1,7.25,-1,-1,-1,-1,8.25,7.75,-1
01000510,khxh,-1,3.5,-1,-1,-1,-1,6.25,6.25,-1
01000511,khxh,-1,5.5,-1,-1,-1,-1,8.75,7.5,-1
01000512,khxh,-1,1.5,-1,-1,-1,-1,6.25,6.25,-1
01000513,khxh,-1,6,-1,-1,-1,-1,9.25,7.5,-1
01000514,khxh,-1,7.5,-1,-1,-1,-1,9.25,9,-1
01000515,khxh,-1,4.67,-1,-1,-1,-1,9,6.5,-1
01000516,khxh,-1,4.25,-1,-1,-1,-1,5,4.75,-1
01000517,khxh,-1,4.75,-1,-1,-1,-1,7.25,6.25,-1
01000518,khxh,-1,5,-1,-1,-1,-1,8.25,5.25,-1
01000519,NONE7,7.5,8.6,-1,-1,-1,-1,-1,-1
01000520,khxh,-1,7.75,-1,-1,-1,-1,7,6.5,-1
01000521,khxh,-1,7.75,-1,-1,-1,-1,9.25,8.75,-1
01000522,NONE2.4,4.25,8.2,-1,-1,-1,-1,-1,-1
01000523,khxh,-1,5.5,-1,-1,-1,-1,8.5,7.5,-1
01000524,khxh,-1,6.25,-1,-1,-1,-1,6.25,5.75,-1
01000525,NONE6.6,7,8.8,-1,-1,-1,-1,-1,-1
01000526,khxh,-1,5.5,-1,-1,-1,-1,6.25,7,-1
01000527,khxh,-1,6,-1,-1,-1,-1,6,6.25,-1
01000528,khxh,-1,4.75,-1,-1,-1,-1,2.75,4.75,-1
01000529,khxh,-1,5.5,-1,-1,-1,-1,7.75,6.25,-1
01000530,khxh,-1,6.5,-1,-1,-1,-1,7.25,7.25,-1
01000531,khxh,7.8,7.25,8,-1,-1,-1,7.5,9.6,9
01000532,khxh,-1,8.25,-1,-1,-1,-1,8.5,7,-1
01000533,khxh,-1,5,-1,-1,-1,-1,4.25,6.25,-1
01000534,khxh,-1,6.25,-1,-1,-1,-1,7.5,6.25,-1
01000535,khxh,4.8,4.75,8.25,-1,-1,-1,7.25,8.4,-1
01000536,khxh,-1,5.75,-1,-1,-1,-1,7,8,-1
01000537,khtn,8.4,-1,9,-1,8.25,7.5,-1,-1,-1
01000538,khxh,-1,8,-1,-1,-1,-1,9.75,9.25,-1
01000539,khxh,-1,5.25,-1,-1,-1,-1,7,7.75,-1
01000540,khxh,-1,4.5,-1,-1,-1,-1,3.5,5.25,-1
01000541,khxh,-1,5.75,-1,-1,-1,-1,6.25,7,-1
01000542,khxh,7,5.75,5.25,-1,-1,-1,7,2.6,-1
01000543,NONE-1,-1,-1,-1,-1,-1,-1,-1,-1
01000544,khxh,-1,4.75,-1,-1,-1,-1,7.5,7.25,-1
01000545,khxh,-1,6,-1,-1,-1,-1,9.5,7.75,-1
01000546,khxh,-1,4.5,-1,-1,-1,-1,5,6.25,-1
01000547,khxh,5.8,6.5,4.25,-1,-1,-1,5.25,6.6,-1
01000548,NONE8.4,8,9,-1,-1,-1,-1,-1,-1
01000549,khxh,7.8,8,8.25,-1,-1,-1,7.5,8.8,-1
01000550,NONE9.2,8.25,9,-1,-1,-1,-1,-1,-1
01000551,khxh,-1,7.75,-1,-1,-1,-1,9.5,7.5,-1
01000552,khxh,8.4,7.75,8.4,-1,-1,-1,-1,6.25,-1
01000553,NONE-1,-1,-1,-1,-1,-1,-1,-1,-1
01000554,NONE7.6,4.75,5.8,-1,-1,-1,-1,-1,-1
01000555,NONE7.2,8.5,5.8,-1,-1,-1,-1,-1,-1
01000556,khxh,-1,6.75,-1,-1,-1,-1,8.5,8.25,-1
01000557,khxh,-1,4.5,-1,-1,-1,-1,8.25,8,-1
01000558,khxh,-1,6,-1,-1,-1,-1,7.75,6.75,-1
01000559,khxh,7.2,8,7.25,-1,-1,-1,5.75,8.2,7
01000560,khxh,8,8.25,7.5,-1,-1,-1,6.5,7.4,8.5
01000561,khxh,8.4,8.25,7.25,-1,-1,-1,8.5,6.4,8.75
01000562,khxh,7.6,7.25,6.75,-1,-1,-1,6.5,7.4,8.75
01000563,khxh,8,8.25,8.75,-1,-1,-1,8.25,9.8,8.75
01000564,khxh,8,8.25,8.25,-1,-1,-1,7.25,9.2,7.75
01000565,khxh,6.2,8.25,5,-1,-1,-1,6.75,9,7.75
01000566,khxh,7.6,7.5,7.25,-1,-1,-1,5.75,8.6,8
01000567,khxh,8.6,7.5,7.75,-1,-1,-1,6.5,8.4,8
01000568,khxh,8.6,8.25,6.5,-1,-1,-1,6.5,8.4,9
01000569,khxh,8.8,9,8.5,-1,-1,-1,8.5,9.8,9.5
01000570,khxh,7.4,8.5,7.25,-1,-1,-1,7.5,4.6,8.5
01000571,khxh,8,8.75,7.75,-1,-1,-1,6.5,8.8,8.5
01000572,khxh,8.2,8.75,6.25,-1,-1,-1,7,8.6,8.5
01000573,khxh,7.4,8.25,6.5,-1,-1,-1,6.75,8.2,7.75
01000574,khxh,7.6,6.5,6.5,-1,-1,-1,7,8.8,7.75
01000575,khxh,7.6,4.5,8.25,-1,-1,-1,8,8.8,9.5
01000576,khxh,3.8,6.25,8,-1,-1,-1,6.5,3.8,8
01000577,khxh,7.2,6.25,6.75,-1,-1,-1,6.25,7.2,6.25
01000578,khxh,4.6,6.75,6.5,-1,-1,-1,7.5,4.4,8.5
01000579,khxh,7,7.25,7.25,-1,-1,-1,7.25,7.6,8.5
01000580,khxh,6.6,7,7,-1,-1,-1,5.5,6.2,7.25
01000581,khxh,7.2,7,7.25,-1,-1,-1,6,4.6,8
01000582,khxh,4.4,7.5,6.75,-1,-1,-1,6.25,4.6,7
01000583,khxh,7,6.25,8.25,-1,-1,-1,7,5.6,9.25
01000584,khxh,7.8,9.25,7.25,-1,-1,-1,5,6.6,7.5
01000585,khxh,7.2,7.75,7.75,-1,-1,-1,7.5,8,8.5
01000586,khtn,8,-1,-1,8,7.75,-1,-1,-1,-1
01000587,khtn,7.4,-1,-1,6.25,5.75,-1,-1,-1,-1
01000588,khxh,2.4,3.25,-1,-1,-1,-1,7.5,-1,-1
01000589,khxh,8,6,-1,-1,-1,-1,10,-1,-1
01000590,khtn,7.2,-1,-1,7,5.25,-1,-1,-1,-1
01000591,khtn,7.4,-1,-1,5,4.75,-1,-1,-1,-1
01000592,NONE-1,-1,-1,-1,-1,-1,-1,-1,-1
01000593,khxh,1.8,3.75,-1,-1,-1,-1,5.75,-1,-1
01000594,khtn,8.4,9.25,7.8,8.5,3.25,5.25,-1,-1,-1
01000595,khxh,5.8,5.5,7.5,-1,-1,-1,8,7.2,8.75
01000596,khtn,8.6,8,6.2,8,3.75,4,-1,-1,-1
01000597,khtn,9.2,9,8.4,5.25,8.5,5.5,-1,-1,-1
01000598,khtn,8.4,6.25,9.4,5.25,5.25,7.5,-1,-1,-1
01000599,khtn,8.2,7,3.2,6.25,5.75,6,-1,-1,-1
01000600,khtn,8.2,7.75,9.4,8.75,6,7,-1,-1,-1
01000601,khtn,8,9,8.8,8,5,5.75,-1,-1,-1
01000602,khxh,6.4,5.75,8.25,-1,-1,-1,7,7,7.5
01000603,khtn,8,5.5,6.8,7.5,5.25,7.25,-1,-1,-1
01000604,khtn,9.2,7.75,9.2,8,6.25,6.75,-1,-1,-1
01000605,khtn,7.8,5.25,7.6,6.75,4,6.5,-1,-1,-1
01000606,khtn,7.6,4.5,6.8,4.75,4.75,6,-1,-1,-1
01000607,khtn,8.4,6,-1,8.5,5.25,8.5,-1,-1,-1
01000608,khxh,8.6,7.5,8.25,-1,-1,-1,8.5,8.8,9.25
01000609,khxh,6.8,9,8,-1,-1,-1,6.25,7,8.75
01000610,khxh,8.6,8,6.75,-1,-1,-1,7.5,9,8.25
01000611,khtn,8.8,8.25,8.6,5.25,8.5,7.25,-1,-1,-1
01000612,khtn,9.6,9.25,8.4,8.5,6.25,6.25,-1,-1,-1
01000613,khxh,6.6,8,8.25,-1,-1,-1,6,6.8,9
01000614,khxh,8.6,8.25,8.25,-1,-1,-1,7,8.2,7.75
01000615,khxh,8.2,8.5,9.25,-1,-1,-1,8.25,9.6,9.5
01000616,khtn,7,4.75,5.2,6.75,2.75,6.5,-1,-1,-1
01000617,khxh,7,6.5,9.25,-1,-1,-1,6.75,8.6,8.75
01000618,khxh,4,6.25,4.75,-1,-1,-1,6.5,8.2,8.25
01000619,khxh,8.4,7.5,8,-1,-1,-1,8.5,8.6,8.75
01000620,khxh,4.6,8.75,9.25,-1,-1,-1,8.75,7.2,6.75
01000621,khxh,7.8,8.25,8.75,-1,-1,-1,7.75,8.2,8.75
01000622,khxh,8,7,7,-1,-1,-1,7,6.4,7.75
01000623,khxh,6.8,5.25,4.5,-1,-1,-1,5.5,3.4,8
01000624,khxh,5.4,6.5,6.5,-1,-1,-1,5.5,3.2,8.25
01000625,khxh,8.4,8.25,7.75,-1,-1,-1,7.5,9.4,7.75
01000626,khtn,8,7.5,7.4,8,4.25,7,-1,-1,-1
01000627,khxh,7.4,8.75,6.25,-1,-1,-1,6.25,9.2,8.5
01000628,khtn,7.8,8.5,8.8,8.5,5.75,8.75,-1,-1,-1
01000629,khxh,5.8,8.25,8,-1,-1,-1,7,7.4,8.75
01000630,khxh,4.8,7.5,8.75,-1,-1,-1,8,5.6,8.25
01000631,khxh,7.6,8.75,8,-1,-1,-1,7.25,7.4,8.5
01000632,khxh,6.4,6,4.5,-1,-1,-1,5.25,5,8
01000633,khxh,7.2,7.5,7.5,-1,-1,-1,7.75,9.4,9
01000634,khxh,8.2,8,7.25,-1,-1,-1,5.75,8,7.5
01000635,khxh,6.4,7.25,4.5,-1,-1,-1,5.75,7.6,7.25
01000636,khtn,6.6,7.25,8.6,5.75,6.75,7.75,-1,-1,-1
01000637,khxh,5.4,4.5,6.5,-1,-1,-1,6,7,8.75
01000638,khxh,7.8,6.75,5.75,-1,-1,-1,6.75,8.4,7.5
01000639,khtn,7,5.5,7.6,7,4,7,-1,-1,-1
01000640,khxh,7.6,8.25,6.25,-1,-1,-1,7.5,9.2,8.5
01000641,khtn,7.8,5.5,9.2,7.5,5.5,6,-1,-1,-1
01000642,khxh,6,8,8,-1,-1,-1,7.5,6,7.75
01000643,khxh,6.6,6.75,7.25,-1,-1,-1,6.75,8.6,8.75
01000644,khxh,8.2,6.5,6,-1,-1,-1,6.75,8,8
01000645,khxh,7.8,7.25,8.25,-1,-1,-1,7.75,7.2,7.25
01000646,khxh,8.6,8.25,8.25,-1,-1,-1,7.25,9.2,9
01000647,khxh,6.2,6.83,6,-1,-1,-1,6.5,7,7.5
01000648,khxh,4,7.75,6.5,-1,-1,-1,7.25,3.4,7.75
01000649,khxh,6.2,6.25,6.75,-1,-1,-1,4.75,3.8,6
01000650,khxh,5.6,6.25,6.5,-1,-1,-1,6.75,6.6,8
01000651,khxh,8.2,8,8.25,-1,-1,-1,7.75,7.8,7
01000652,khtn,8.6,8.75,9,8.5,7.5,4,-1,-1,-1
01000653,khxh,9,7.75,9.25,-1,-1,-1,8.75,8.8,9.75
01000654,khtn,8.8,8.75,6.4,5.75,8.25,5.5,-1,-1,-1
01000655,khxh,8.2,5.5,7.75,-1,-1,-1,8.75,8,8.25
01000656,khxh,3.4,4.5,5,-1,-1,-1,6.25,5.4,5.25
01000657,khxh,7.8,6.75,6.5,-1,-1,-1,8.5,7.6,8.25
01000658,khxh,8.8,9,9,-1,-1,-1,7.75,9.2,8
01000659,khtn,8.6,2.25,7.4,8.5,4.75,6,-1,-1,-1
01000660,khtn,8.4,8.5,-1,8,3.75,5.75,-1,-1,-1
01000661,khtn,7.8,5.5,8.6,7.25,5.25,7.75,-1,-1,-1
01000662,khxh,5.6,6.5,6.25,-1,-1,-1,7,5,8.25
01000663,khxh,6.4,6.75,7.5,-1,-1,-1,7.75,8.2,8.5
01000664,khxh,7.6,7.5,9.25,-1,-1,-1,8.5,8.6,9.25
01000665,khtn,7.8,4.5,8.8,6,3.5,6.5,-1,-1,-1
01000666,khtn,8,8.25,9,4.75,3.75,6.75,-1,-1,-1
01000667,khxh,9,6.5,8.25,-1,-1,-1,8.25,8,8.5
01000668,khxh,8.2,7,8.5,-1,-1,-1,6.75,3.8,9
01000669,khxh,8,8,8.25,-1,-1,-1,8,9.2,8.75
01000670,khtn,8.6,7.25,7.8,6.25,3.25,6,-1,-1,-1
01000671,khxh,7.8,7.25,-1,-1,-1,-1,7.5,9,8
01000672,khxh,7.8,6.25,7,-1,-1,-1,6.25,8.2,8.25
01000673,khtn,7,4.75,8.6,7.25,3.5,3.75,-1,-1,-1
01000674,khtn,7.8,4,7.8,7.25,3,6.25,-1,-1,-1
01000675,khxh,6.4,6.75,6.75,-1,-1,-1,7,6.4,7.75
01000676,khxh,4.2,7.75,8.75,-1,-1,-1,8.75,4.2,8.5
01000677,khxh,7.4,6.67,7.25,-1,-1,-1,8.25,8.4,7.75
01000678,khxh,8.6,8,8.75,-1,-1,-1,7.5,9.4,9
01000679,khxh,7.8,8.75,8.5,-1,-1,-1,9,9.4,9.25
01000680,khxh,8.2,8.5,7.25,-1,-1,-1,8,9.8,8.25
01000681,khxh,7.8,9,8.75,-1,-1,-1,7.5,8.8,9
01000682,khxh,7,7.5,4.25,-1,-1,-1,5.25,7.4,7.25
01000683,khtn,7.8,4,9.2,6.5,5.5,7.17,-1,-1,-1
01000684,khxh,4.4,7.25,-1,-1,-1,-1,7.75,9.25,8.25
01000685,khxh,7.8,8,8,-1,-1,-1,7.25,8.4,9.5
01000686,khxh,7.8,7.75,7.5,-1,-1,-1,6,8,8.5
01000687,khxh,7.6,8,-1,-1,-1,-1,7.25,8.25,6.75
01000688,khtn,8.8,3,8.6,9.25,4.25,6.5,-1,-1,-1
01000689,khtn,8.8,8,7.2,5,7,6.5,-1,-1,-1
01000690,khxh,8.6,7.75,7.5,-1,-1,-1,7.5,7,7.75
01000691,khtn,8.4,3.5,8,7.5,3.5,6.25,-1,-1,-1
01000692,khxh,5.2,8.5,8.5,-1,-1,-1,8.5,4.6,7.75
01000693,khxh,8.6,7.75,6.5,-1,-1,-1,7,8.6,8.25
01000694,khtn,9.2,5.25,9.2,8.75,3.25,6.75,-1,-1,-1
01000695,khxh,6.8,7.5,4.5,-1,-1,-1,6,6.4,8.25
01000696,khxh,6.8,8,5.75,-1,-1,-1,6.5,4.8,9.75
01000697,khxh,7.4,8.75,9.25,-1,-1,-1,8.5,9.6,8.5
01000698,khxh,7.8,8.25,7.5,-1,-1,-1,8,8.2,8.25
01000699,khxh,5.2,9,8,-1,-1,-1,6.75,4.8,7.75
01000700,khxh,7.8,8.75,7,-1,-1,-1,7.25,8.6,8
01000701,khxh,6.6,8.75,7.5,-1,-1,-1,8.5,8.6,8.5
01000702,khxh,7.8,8,8.5,-1,-1,-1,7.75,7.8,8.25
01000703,khtn,7,4.25,8.6,8.25,2.25,6,-1,-1,-1
01000704,khxh,7.6,8,7.25,-1,-1,-1,6.75,8.8,7.75
01000705,khxh,7.2,8,6.75,-1,-1,-1,6.75,6.4,7.75
01000706,khxh,7.2,6.25,6,-1,-1,-1,6.5,6.2,7.25
01000707,khxh,7.4,9.25,9,-1,-1,-1,9,8,9.25
01000708,khxh,8.4,8.75,5.25,-1,-1,-1,4.75,8,7
01000709,khxh,8.6,8,7,-1,-1,-1,6,9.2,9.75
01000710,khxh,7.6,7.5,7,-1,-1,-1,6.75,8,8.5
01000711,khtn,7.4,3.5,6.4,4.75,3,6.5,-1,-1,-1
01000712,khxh,7.6,7.5,7.75,-1,-1,-1,8.75,9.4,8.5
01000713,khtn,8.4,8.25,9.4,7,5.5,6.25,-1,-1,-1
01000714,khxh,8,9,8.25,-1,-1,-1,8.5,8.2,8.5
01000715,khxh,8,8.5,9,-1,-1,-1,7.75,8.6,8.25
01000716,khxh,8.8,8.5,8.25,-1,-1,-1,6.25,8.4,8
01000717,khxh,8,8.5,6,-1,-1,-1,8,8.8,8.75
01000718,khtn,7.6,5.25,9,8.25,6,8.75,-1,-1,-1
01000719,khxh,3.6,7.25,5.5,-1,-1,-1,7.25,4,6.75
01000720,khxh,7,7.25,6.5,-1,-1,-1,6.25,8.4,8
01000721,khxh,5.2,9.25,7.75,-1,-1,-1,7.75,5.2,8.5
01000722,khtn,4,4.75,6.6,3,4,5.67,-1,-1,-1
01000723,khxh,8.6,8,8,-1,-1,-1,6.75,7.8,7.5
01000724,khxh,8.2,7,7,-1,-1,-1,7.5,6.8,7.75
01000725,khxh,9,8.5,8.25,-1,-1,-1,8,9.2,8.5
01000726,khxh,5.6,7.25,7,-1,-1,-1,5.75,3.6,7.75
01000727,khtn,8.8,8,8,4,3.75,7.17,-1,-1,-1
01000728,khxh,7,8,6,-1,-1,-1,5,8,7.75
01000729,khtn,8.4,3.25,9,9.75,3.5,6.75,-1,-1,-1
01000730,khxh,6.4,7.75,-1,-1,-1,-1,7.5,8,8.25
01000731,khxh,3,5.75,-1,-1,-1,-1,5,-1,-1
01000732,khtn,2.4,-1,-1,3.5,3.5,-1,-1,-1,-1
01000733,khtn,8.6,8.5,7.4,5.25,2.75,5.5,-1,-1,-1
01000734,khxh,8.2,8,7.25,-1,-1,-1,4.75,6.8,7
01000735,khtn,7.6,-1,-1,6.75,7.5,-1,-1,-1,-1
01000736,khxh,8,8.5,7.75,-1,-1,-1,7.25,7.4,7.5
01000737,khxh,4.2,5.75,-1,-1,-1,-1,4.25,-1,-1
01000738,khtn,8,7.75,6.8,7.75,4.5,3.25,-1,-1,-1
